Product Name,Price,Quantity,Store,Image
Eutirox Tabletas (50 mcg),53150,1 X 50 Und,Rappi,https://images.rappi.com/products/480336393417_lxgfvydbemoz_793063909896_ybizxvtupphk_1781678_1.png?d=300x300&e=webp&q=10
Colmed Levotiroxina Sódica (100 Mcg),21650,1 X 30 Und,Rappi,https://images.rappi.com/products/257877910881_xsyfqaiindxo_914951419001_cplnrhrgkfwj_3816_1.png?d=300x300&e=webp&q=10
Mk Fluconazol (150 mg),5150,1 X 1 Und,Rappi,https://images.rappi.com/products/605130953604_jpgcnsflklib_339934415659_hchfjwunszqs_5439_1.jpeg?d=300x300&e=webp&q=10
Colmed Levotiroxina Sódica (50 Mcg),17400,1 X 30.0 Und,Rappi,https://images.rappi.com/products/955b118d-716b-4105-87d8-84b94328363e.jpg?d=300x300&e=webp&q=10
Dramamine (50 mg),20700,1 X 24 Und,Rappi,https://images.rappi.com/products/1b16b119-2c28-43d1-8f56-80c72750db69.jpg?d=300x300&e=webp&q=10
Sal De Frutas Lua Rapido Alivio Limon X 8 Sobres X 5Gr,24800,1 Und,Rappi,https://images.rappi.com/products/2091985120-1615422925101.png?d=300x300&e=webp&q=10
Monuril Polvo Granulado (3 g),19900,1 X 1 Und,Rappi,https://images.rappi.com/products/fcceb0ce-2608-4dca-887d-815d2964b743.jpg?d=300x300&e=webp&q=10
Mk Esomeprazol (40 mg),97800,1 X 30 Und,Rappi,https://images.rappi.com/products/263785447555_kbygpikqkzhd_181639938521_vhslxivkdycf_3310_1.jpeg?d=300x300&e=webp&q=10
Peg Polietilenglicol Polvo Laxante (3350),98200,1 X 12 Und,Rappi,https://images.rappi.com/products/59cb1b51-4d75-47e1-a7e4-b8b3a432868e.jpg?d=300x300&e=webp&q=10
Eutirox (25 Mcg),51450,1 X 50 Und,Rappi,https://images.rappi.com/products/917440504635_glubsfiavdpz_735837648637_aeqjxzfygfqa_1781872_1.png?d=300x300&e=webp&q=10
Mk Trimebutina (200 mg),31400,1 X 30 Und,Rappi,https://images.rappi.com/products/97beb874-79fb-4f0e-995f-e3311ec10314.jpg?d=300x300&e=webp&q=10
Smecta Sobre Polvo para Solución Oral con Sabor a Naranja y Vainilla,8350,1 x Und,Rappi,https://images.rappi.com/products/a79e3f1c-1bb1-4ce3-9503-55a1144014a9.png?d=300x300&e=webp&q=10
"Ciruelax Forte (125 mg)
",67700,1 X 60.0 Und,Rappi,https://images.rappi.com/products/739605122429_odrglanbsxdl_720896815174_gfoubcswgjue_1787352_1.jpeg?d=300x300&e=webp&q=10
Eutirox Tabletas (88 mcg),68800,1 X 50 Und,Rappi,https://images.rappi.com/products/529207604584_cqdqvolkuelj_258655167459_dmgrmdqxpcpy_1781790_1.jpeg?d=300x300&e=webp&q=10
Alka-Seltzer (100 mg),20500,1 X 14 Und,Rappi,https://images.rappi.com/products/792940118445_dappbpptihhv_407994793661_gpzxfhvnmnjv_1626_1.png?d=300x300&e=webp&q=10
Merck Eutirox Tabletas (100 mcg),71700,1 X 50 Und,Rappi,https://images.rappi.com/products/282134482718_lbsdrnrbefhj_688030089809_sqaybuvfpkfb_1201175_1.png?d=300x300&e=webp&q=10
Genfar Sildenafil (50 mg),15050,1 X 4 Und,Rappi,https://images.rappi.com/products/240229728459_vjaurzmdzfee_556193953015_opfkxbcdmvib_2535_1.jpeg?d=300x300&e=webp&q=10
Viagra (50 mg),49350,1 X 4 Und,Rappi,https://images.rappi.com/products/635668286610_bylpwejjqaos_936290638214_lmozwisedpyq_5551_1.jpeg?d=300x300&e=webp&q=10
Bellaface (2 mg / 0.03 mg),16250,1 X 21 Und,Rappi,https://images.rappi.com/products/575359902348_znilliqmgpbr_264584776146_yqukurcozavw_4271_1.png?d=300x300&e=webp&q=10
Sildenafil Mk (100 mg),16000,1 X 100 mL,Rappi,https://images.rappi.com/products/127311864213_agxpnfndjlod_256087808928_vsuovajejmwu_2602_1.jpeg?d=300x300&e=webp&q=10
Qlaira Comprimido Recubierto (3 mg/3 mg),37300,1 X 28.0 Und,Rappi,https://images.rappi.com/products/adec7ec2-8102-4922-859f-2aa317e41966.jpg?d=300x300&e=webp&q=10
Durex Preservativo Extra Seguro,12800,1 X 3.0 Und,Rappi,https://images.rappi.com/products/8d2a9eb1-4135-41d3-9dba-09f83ba93933.png?d=300x300&e=webp&q=10
Megasex Potenciador,5000,1 x 4 Und,Rappi,https://images.rappi.com/products/dc680b2f-1213-4067-b605-c3e448fca0e5.png?d=300x300&e=webp&q=10
Yasmin (3 mg / 0.03 mg),31450,1 X 21.0 Und,Rappi,https://images.rappi.com/products/fe0beee9-95e0-49ea-9792-b10f0d31411a.jpg?d=300x300&e=webp&q=10
Facetix Suave 30 (2 mg / 30 mcg),11450,1 X 28 Und,Rappi,https://images.rappi.com/products/927873099754_lntgrhialukl_897793292309_luttuekhdtoq_2743_1.jpeg?d=300x300&e=webp&q=10
Drospera 20 (3 mg / 0.02 mg),32650,1 X 28 Und,Rappi,https://images.rappi.com/products/172881573974_zbgwbwvzvymi_967444060399_inyzxkhdmjsb_3476_1.jpeg?d=300x300&e=webp&q=10
Yasminiq (3.00 mg / 0.02 mg) ,31500,1 X 28 Und,Rappi,https://images.rappi.com/products/682763641204_hjkugzmfinyd_351042721443_mosyhhtprhsr_3582_1.png?d=300x300&e=webp&q=10
Dienille (2 mg / 0.03 mg),18700,1 X 21 Und,Rappi,https://images.rappi.com/products/7eefc435-9d56-4766-b523-3ee1bc91f1b6.jpg?d=300x300&e=webp&q=10
Facetix Mini 20 (2 mg/ 0.02 mg) ,10850,1 X 28 Und,Rappi,https://images.rappi.com/products/6ed300d5-bf89-48c6-ad17-0e08e687a97c.png?d=300x300&e=webp&q=10
Bellaface Suave (2 mg / 20 mcg),15750,1 X 28 Und,Rappi,https://images.rappi.com/products/442695172520_jwngttghmtmu_205728457976_zhtswlsxilto_2643790_1.png?d=300x300&e=webp&q=10
Donabella (2 mg / 0.035 mg),12050,1 X 21 Und,Rappi,https://images.rappi.com/products/942944719112_hvcbdyrnpywv_526935881758_lscqbgrigavw_6162_1.jpeg?d=300x300&e=webp&q=10
Facetix (2.0 mg / 0.035 mg),10650,1 X 21 Und,Rappi,https://images.rappi.com/products/b836bf04-aa1a-4485-a9a8-4efd1b48151b.jpg?d=300x300&e=webp&q=10
Femelle 20 CD (3 mg / 0.02 mg),29000,1 X 28.0 Und,Rappi,https://images.rappi.com/products/772849294471_jcqbryvgilux_630237664008_ieqzehtbtxll_3928_2.jpeg?d=300x300&e=webp&q=10
Today Condon Long Action,20300,1 X 3 Und,Rappi,https://images.rappi.com/products/87d187ac-ffe5-4898-9c18-8e0fdf0a08b9.png?d=300x300&e=webp&q=10
Bellanew (1.5 mg / 2 mg),43350,1 X 28 Und,Rappi,https://images.rappi.com/products/763990825131_hqhjvjxxicfu_112585355246_gatebyjjsmus_1788988_1.png?d=300x300&e=webp&q=10
Fisiomax Lubricante Íntimo,37050,1 X 90 g,Rappi,https://images.rappi.com/products/247892437298_wxbtpujeohwy_683204813101_bkxolskjgqlv_5838_1.png?d=300x300&e=webp&q=10
La Santé Sildenafil Tabletas (50 mg),8000,1 X 2 Und,Rappi,https://images.rappi.com/products/5e101340-ecb6-42d2-87be-9051be93c676.jpg?d=300x300&e=webp&q=10
Durex Condones Sensitivo Invisible,20400,1 X 3 Und,Rappi,https://images.rappi.com/products/2994ea78-e291-4141-a165-30759a4e9d80.png?d=300x300&e=webp&q=10
Slinda Tabletas Recubiertas (4 mg),49150,1 X 28 Und,Rappi,https://images.rappi.com/products/374220508497_toekpcpfzzoq_683663827666_rmjaihvoadoy_7491_1.jpeg?d=300x300&e=webp&q=10
Today Condones Real Sensation,20300,1 X 3.0 Und,Rappi,https://images.rappi.com/products/b6069a80-a77a-450c-9739-3a0b67efbee2.png?d=300x300&e=webp&q=10
Colanta Queso Crema ,6300,230 g,Rappi,https://images.rappi.com/products/e87355d8-b41d-4f74-9640-56d827233cbd.png?d=300x300&e=webp&q=10
Alpina Queso Parmesano Rallado 100 g,13300,1 Und,Rappi,https://images.rappi.com/products/47de7410-d272-4969-ba0d-47c55231aa3b.png?d=300x300&e=webp&q=10
Colanta Queso Tipo Mozzarella Tajado,11700,1 Und,Rappi,https://images.rappi.com/products/f81d974b-3f39-40e7-9e00-e291093d0b71.png?d=300x300&e=webp&q=10
Alpina Quesito Fresco Blando,6800,1 Und,Rappi,https://images.rappi.com/products/d9ac61b7-da81-4a32-a8d8-5f9874f13f53.png?d=300x300&e=webp&q=10
Centurion Queso Importado Muenster Cheese,9000,1 Und,Rappi,https://images.rappi.com/products/462562472436_uuksbphwmawy_578411966534_jqgmdgqynmra_1677117_1.png?d=300x300&e=webp&q=10
Colanta Queso Campesino ,8200,1 Und,Rappi,https://images.rappi.com/products/01eab821-5585-4a13-8bbf-a011fcd9bdd4.png?d=300x300&e=webp&q=10
Alpina Queso Sabana 15 Tajadas 240 g,22200,1 Und,Rappi,https://images.rappi.com/products/083c7789-3e7c-419e-99bc-51a1b96b2ebb.png?d=300x300&e=webp&q=10
Finesse Queso Queso Mozarella 15 Tajadas 239 g,17500,1 Und,Rappi,https://images.rappi.com/products/1491972e-4a63-453c-8d07-f8388b3ec8dc.png?d=300x300&e=webp&q=10
Colanta Queso Fresco en Bloque,17500,1 Und,Rappi,https://images.rappi.com/products/94149334-99d9-4c27-9083-d247c9c3c476.png?d=300x300&e=webp&q=10
Alpina Queso Mozarella 15 Tajadas 240 g,17200,1 Und,Rappi,https://images.rappi.com/products/663d516e-3883-4e21-a923-2ec205154495.png?d=300x300&e=webp&q=10
Alpina Quesito Fresco Blando y Semigraso,14000,1 Und,Rappi,https://images.rappi.com/products/315577442122_bfiihyyrgjfp_376097407881_pafozwfpqjjg_73761_1.png?d=300x300&e=webp&q=10
Colanta Queso para Asar,24600,1 Und,Rappi,https://images.rappi.com/products/7e747309-4be5-4c4c-85a0-a6846c868db4.png?d=300x300&e=webp&q=10
Alpina Queso Campesino Bloque 250 g,15400,1 Und,Rappi,https://images.rappi.com/products/5853c78e-5398-4238-941a-edb2064ccf11.png?d=300x300&e=webp&q=10
