Product Name,Price,Quantity,Store,Image
Alitas de pollo EL BUCANERO adobadas BBQ x10und (900  gr),16900,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25597631-300-auto/Alitas-De-Pollo-Bbq-De-10-242950_a.jpg?v=638677288418000000
Ampolleta o posta  fresca,30890,1,Exito,No image found
Callo o mondongo  fresco,10445,1,Exito,No image found
Menudencia fina de pollo SMN bandeja (450  gr),3900,1,Exito,No image found
Hígado de res  fresco,5850,1,Exito,No image found
Carne de res  asar freir,13450,1,Exito,No image found
Pechuga de pollo FRESCAMPO congelada,12450,1,Exito,No image found
Gallina PROMOCION criolla x2und (2100  gr),23900,1,Exito,No image found
Pechuga Pollo Blanca,16470,1,Exito,No image found
Morrillo  fresco,27590,1,Exito,No image found
Pernil S/I* Campesino,12700,1,Exito,No image found
Trozo De Pollo Marinado* SMN 900  gr,9200,1,Exito,No image found
Leche De Coco  ANTILLANA 250  gr,2775,1,Exito,No image found
Pechuga de pollo FRIKO HF congelada,37400,1,Exito,No image found
Sobrebarriga  gruesa,29900,1,Exito,No image found
Filete de tilapia o mojarra SMN fresca,9950,1,Exito,No image found
Muslo Pollo Blanco Und Marinad PROMOCION 1  und,1480,1,Exito,No image found
Muslos S/I Blanco,13700,1,Exito,No image found
Filete de tilapia o mojarra  fresco,7980,1,Exito,No image found
Filete de tilapia o mojarra ANTILLANA congelada (360  gr),17400,1,Exito,No image found
Loncha o chuleta de cerdo  porcionada,9450,1,Exito,No image found
Muchacho de res  selecto,15700,1,Exito,No image found
Coditos de cerdo  fresco,5250,1,Exito,No image found
Filete de tilapia o mojarra TAEQ congelada (540  gr),26400,1,Exito,No image found
Molida de res 80/20 FRESCAMPO fresca (450  gr),10450,1,Exito,No image found
Postas de bagre basa  fresco,22000,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25598594-300-auto/POSTAS-DE-BAGRE-BASA-871595_a.jpg?v=638677346789300000
Molida de res FRESCAMPO especial tubular (450  gr),12900,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25600223-300-auto/Molida-especial-Tubular-FRESCAMPO-450-gr-3296108_a.jpg?v=638677375842970000
Trucha mariposa  fresca,10305,1,Exito,No image found
Hamburguesa de pollo KOKORIKO congelado x5und (450  gr),16640,1,Exito,No image found
Molida de res ABERDEEN especial angus azul,14080,1,Exito,No image found
Molida de 93/7 FRESCAMPO fresca (450  gr),13300,1,Exito,No image found
Pecho o entrepecho  selecto,14305,1,Exito,No image found
Alitas o alas de pollo FRIKO HF adobadas BBQ (900  gr),21700,1,Exito,No image found
Gallina FRESCAMPO campesina refrigerada (1400  gr),18900,1,Exito,No image found
Muslo/Contram Pollo Mexicano EL BUCANERO  (900  gr),19900,1,Exito,No image found
Pechuga de pollo POLLOCOA chuleta,8500,1,Exito,No image found
Filete Pechuga Pqte 1200 Grs EL BUCANERO 1200  gr,37400,1,Exito,No image found
Contramuslo de pollo CAMPOLLO sin rabadilla congelado,10200,1,Exito,No image found
Molida de res 97/3  fresca (450  gr),16400,1,Exito,No image found
Arroz DIANA  (12500  gr),56250,1,Exito,No image found
Arveja FRESCAMPO  (500  gr),1980,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25572556-300-auto/Arveja-Verde-1121592_a.jpg?v=638675702577700000
Frijol FRESCAMPO  (1000  gr),7970,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25572568-300-auto/Frijol-Nima-1121603_a.jpg?v=638675702761070000
Maiz TOT Pira (500  gr),4770,1,Exito,No image found
Frijol DIANA  (500  gr),5750,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566577-300-auto/Frijol-Calima-Lima-DIANA-500-gr-1744343_a.jpg?v=638675314629000000
Arroz DIANA  (2500  gr),14950,1,Exito,No image found
Garbanzo FRESCAMPO  (1000  gr),6850,1,Exito,No image found
Arroz CASTELLANO  (2500  gr),26350,1,Exito,No image found
Arroz EKONO  (11350  gr),35290,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566672-300-auto/Arroz-Blanco-Arroba-EKONO-11350-gr-3181791_a.jpg?v=638675316052800000
Arroz Blanco ROA 500 gr,2180,1,Exito,No image found
Arroz Sonora Premium ARROZ SONORA PREMIUM  (1000  gr),4976,1,Exito,No image found
Frijol FRESCAMPO  (500  gr),5608,1,Exito,No image found
Arroz CASTELLANO  (1000  gr),11050,1,Exito,No image found
Arroz Blanco ARROZ SONORA PREMIUM Premium (2500  gr),14650,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25554787-300-auto/Arroz-Premium-ARROZ-SONORA-PREMIUM-2500-gr-3481972_a.jpg?v=638672984503770000
Arroz Blanco EKONO 454 gr,1580,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/12206988-300-auto/Arroz-Blanco-EKONO-454-gr-3181792_a.jpg?v=637836510817730000
Arroz DONA PEPA  (1000  gr),6200,1,Exito,No image found
Frijol EKONO  (454  gr),3290,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566647-300-auto/Frijol-Sabanero-Rojo-EKONO-454-gr-3054283_a.jpg?v=638675315599530000
Arroz FEDERAL Premium extra gourmet (2500  gr),20320,1,Exito,No image found
Arroz DIANA  (500  gr),3890,1,Exito,No image found
Maiz FRESCAMPO  (1000  gr),3700,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25572585-300-auto/Maiz-Retrillado-Amarillo-X-1000-gr-1165936_a.jpg?v=638675703092030000
LENTEJA DIANA  (500  gr),4120,1,Exito,No image found
Arroz Blanco ARROZ SONORA SUPER PREMIUM Super Premium (2500  gr),17025,1,Exito,No image found
Arveja FRESCAMPO  (1000  gr),3970,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25572573-300-auto/Arveja-Verde-1121609_a.jpg?v=638675702895300000
Lentejas ABURRA  (500  gr),4590,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566602-300-auto/Lentejas-ABURRA-500-gr-611669_a.jpg?v=638675314968230000
Arroz FEDERAL Premium alto rendimiento (2500  gr),14920,1,Exito,No image found
Arroz EKONO  (2000  gr),6990,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566872-300-auto/Arroz-Blanco-EKONO-2000-gr-3534190_a.jpg?v=638675318942300000
Arroz TAEQ Integral (1000  gr),6490,1,Exito,No image found
GARBANZO DIANA  (500  gr),4376,1,Exito,No image found
LENTEJA DIANA  (1  gr),9900,1,Exito,No image found
Arroz ROA  (5000  gr),22500,1,Exito,No image found
Arroz DONA PEPA  (3000  gr),19250,1,Exito,No image found
Arroz ARROZ 10  (1000  gr),6140,1,Exito,No image found
Arroz DIANA  (1000  gr),5814,1,Exito,No image found
arroz CASTELLANO BLANCO (4000  gr),45350,1,Exito,No image found
Arroz FLOR HUILA  (1000  gr),4900,1,Exito,No image found
Frijol DIANA Cargamento (500  gr),8400,1,Exito,No image found
Frijol FRESCAMPO Cabeza Negra (1000  gr),7000,1,Exito,No image found
Arroz FLOR HUILA  (3000  gr),13150,1,Exito,No image found
MAZAMORRA LA ANTIOQUENA  (500  gr),2780,1,Exito,No image found
Arroz DIANA  (4000  gr),27300,1,Exito,No image found
Arroz ROA  (1000  gr),4980,1,Exito,No image found
Arroz PINILLAR  (500  gr),2340,1,Exito,No image found
Frijol ABURRA  (500  gr),8490,1,Exito,No image found
Arroz DIANA BLANCO VITAMOR (2500  gr),11700,1,Exito,No image found
Arroz Blanco ARROZ SONORA SUPER PREMIUM Super Premium (1000  gr),9070,1,Exito,No image found
Arroz DIANA  (10000  gr),46500,1,Exito,No image found
Arroz CASTELLANO  (500  gr),5400,1,Exito,No image found
Arroz Integral ARROZ SONORA PREMIUM  (1000  gr),8280,1,Exito,No image found
ARROZ SONORA  (2500  gr),10950,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25566772-300-auto/ARROZ-2500GR-SONORA-2500-gr-3351456_a.jpg?v=638675317345170000
Arroz BLANQUITA  (3000  gr),13800,1,Exito,No image found
Arroz PINILLAR  (5000  gr),18521,1,Exito,No image found
Aceite CANOLA LIFE canola (1000  ml),21960,1,Exito,No image found
Aceite de coco TAEQ Orgánico (450  ml),25900,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25567283-300-auto/Aceite-de-Coco-Organico-TAEQ-450-ml-3211605_a.jpg?v=638675330240730000
Aceite de aguacate TAEQ 100% natural (250  ml),15150,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25554399-300-auto/Aceite-De-Aguacate-TAEQ-250-ml-3436274_a.jpg?v=638672978650430000
Aceite De Oliva HACIENDA GUZMAN MARCA EXCLUSIV Extra virgen gran selección (1000  ml),78100,1,Exito,No image found
Aceite PREMIER comestible girasol (900  ml),14550,1,Exito,No image found
Aceite de oliva HACIENDA GUZMAN MARCA EXCLUSIV Extra virgen (500  ml),39050,1,Exito,No image found
Aceite GOURMET Vegetales Familia (3600  ml),80400,1,Exito,No image found
Aceite DIANA  (900  ml),11250,1,Exito,No image found
Vinagre COLMANS blanco precio especial (1000  ml),5480,1,Exito,No image found
Vinagre BARY Blanco (1000  gr),5944,1,Exito,No image found
Vinagre TAEQ Sidra de manzana orgánico (500  ml),12450,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25550920-300-auto/VINAGRE-SIDRA-DE-MANZANA-ORG-TAEQ-500-ml-1761800_a.jpg?v=638672933610100000
Aceite PREMIER girasol (500  ml),11150,1,Exito,No image found
Aceite DIANA  (3000  ml),28800,1,Exito,No image found
Aceite EXITO MARCA PROPIA  (750  ml),7590,1,Exito,No image found
Mantequilla TAEQ Clarificada ghee (180  gr),11940,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25553803-300-auto/Matequilla-Ghee-TAEQ-180-gr-3359774_a.jpg?v=638672968642530000
Aceite RIQUISIMO vegetal mantequilla (3000  ml),29450,1,Exito,No image found
Aceite GOURMET VEGETALES FAMILIA MULTIUSOS (2600  ml),56500,1,Exito,No image found
Aceite OLEOCALI girasol (900  ml),11280,1,Exito,No image found
Aceite de oliva PREMIER extra virgen (250  ml),17120,1,Exito,No image found
Vinagre  FRUCO Blanco (500  ml),7110,1,Exito,No image found
aceite GOURMET FAMILIA MULTIUSOS (420  ml),10050,1,Exito,No image found
Vinagre COLMANS blanco especial (500  ml),3032,1,Exito,No image found
Vinagre LA CORUNA Blanco (500  ml),4170,1,Exito,No image found
Vinagre Balsamico Pomona  (250  ml),11600,1,Exito,No image found
Aceite de oliva PREMIER extra virgen (500  ml),44950,1,Exito,No image found
Vinagre GOLDEN manzana (500  ml),13150,1,Exito,No image found
Aceite CANOLA LIFE Canola (3000  ml),52900,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25559778-300-auto/Aceite-CANOLA-LIFE-3000-ml-1767191_a.jpg?v=638673333199570000
Reduccion Vinagre Balsamico Clasico Pomona  (180  ml),19100,1,Exito,No image found
Aceite RIQUISIMO vegetal mantequilla (900  ml),9700,1,Exito,No image found
Aceite OLIVETTO  (1000  ml),100000,1,Exito,No image found
Aceite PREMIER de girasol line (1000  ml),22900,1,Exito,No image found
Aceite  OLIVETTO Oliva Extra Virgen Selecto Ext (500  ml),59200,1,Exito,No image found
Aceite  DIANA PREMIUM (900  ml),20100,1,Exito,No image found
Aceite GOURMET  (500  ml),34550,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25572881-300-auto/Aceite-Oliva-Extra-Virgen-1238792_a.jpg?v=638675708821570000
Vinagre FRESCAMPO  (1000  ml),4490,1,Exito,No image found
Aceite de oliva BUCATTI extra virgen (250  ml),29400,1,Exito,No image found
Aceite de oliva BERTOLLI Extra virgen (500  ml),32300,1,Exito,No image found
Aceite MAZORCA DE ORO  (3000  ml),28805,1,Exito,No image found
aceite GOURMET CANOLA LINE (900  ml),27000,1,Exito,No image found
Vinagre  SAN JORGE Blanco (500  ml),4300,1,Exito,https://exitocol.vtexassets.com/arquivos/ids/25551874-300-auto/Vinagre-Blanco-SAN-JORGE-500-ml-1861581_a.jpg?v=638672945555030000
Aceite PAM Canola Spray (170  ml),25600,1,Exito,No image found
