Product Name,Price,Quantity,Store,Image
Whisky BUCHANAN S Master  (750  ml),152000,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472345-500-auto?v=638613161090170000&width=500&height=auto&aspect=true
Whisky OLD PARR Litro 12 Años (1000  ml),152960,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472172-500-auto?v=638613156711470000&width=500&height=auto&aspect=true
Whisky SINGLETON Botella 12 Años (700  ml),186600,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472420-500-auto?v=638613163030200000&width=500&height=auto&aspect=true
Whisky OLD PARR Botella 12 Años (750  ml),145000,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472203-500-auto?v=638613157234330000&width=500&height=auto&aspect=true
Whisky THE FAMOUS GROUSE Blended Scotch  (700  ml),75000,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476663-500-auto?v=638613267252330000&width=500&height=auto&aspect=true
Whisky CHIVAS REGAL blended Scotch 12 años (700  ml),147700,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592617-500-auto?v=638676295155000000&width=500&height=auto&aspect=true
Whisky BUCHANAN S Two Souls  (750  ml),190000,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17484720-500-auto?v=638613360660600000&width=500&height=auto&aspect=true
Whisky JACK DANIELS Tennessee Honey  (700  ml),113135,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17484969-500-auto?v=638613364565600000&width=500&height=auto&aspect=true
Whisky SOMETHING especial blended Scotch   (1000  ml),93900,1000,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592579-500-auto?v=638676294843870000&width=500&height=auto&aspect=true
Whisky BLACK AND WHITE Botella 8 Años (700  ml),57900,8,Carulla,https://carulla.vtexassets.com/arquivos/ids/17424942-500-auto?v=638611518193000000&width=500&height=auto&aspect=true
Whisky MACALLAN Single Malt Scotch 12 años (700  ml),360000,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17475236-500-auto?v=638613237958870000&width=500&height=auto&aspect=true
Whisky JACK DANIELS Gentleman Jack  (700  ml),141270,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17478671-500-auto?v=638613306455830000&width=500&height=auto&aspect=true
Whisky BUCHANAN S Master  (1000  ml),243600,1000,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476860-500-auto?v=638613271051630000&width=500&height=auto&aspect=true
Whisky JACK DANIELS Tennessee No. 7 + 2 vasos regalo  (700  ml),133100,7,Carulla,https://carulla.vtexassets.com/arquivos/ids/18526445-500-auto?v=638670259792470000&width=500&height=auto&aspect=true
Whisky GLENMORANGIE Single Malt Scotch 12 años (700  ml),307500,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17474607-500-auto?v=638613221558430000&width=500&height=auto&aspect=true
Whisky BALLANTINES finest blended  (700  ml),73400,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592625-500-auto?v=638676295767170000&width=500&height=auto&aspect=true
Whisky Blended Scottish Fox Scoth  (700  ml),72100,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17978919-500-auto?v=638636661172130000&width=500&height=auto&aspect=true
Whisky CLAN MACGREGOR Blended Scotch  (700  ml),36400,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472384-500-auto?v=638613162072630000&width=500&height=auto&aspect=true
Whisky  CHIVAS REGAL Extra+ 2 vasos 13 años (700  ml),164900,2,Carulla,https://carulla.vtexassets.com/arquivos/ids/18578433-500-auto?v=638675452333800000&width=500&height=auto&aspect=true
Whisky GLENMORANGIE Single Malt Scotch  (700  ml),219600,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472289-500-auto?v=638613159280470000&width=500&height=auto&aspect=true
Whiskey BULLEIT Rye  (750  ml),170900,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472443-500-auto?v=638613163733100000&width=500&height=auto&aspect=true
Whisky JACK DANIELS Single Barrel Select Tennessee  (700  ml),226440,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17478672-500-auto?v=638613306562770000&width=500&height=auto&aspect=true
Whisky BUCHANAN S Máster + 2 vasos de regalo  (750  ml),190000,2,Carulla,https://carulla.vtexassets.com/arquivos/ids/18454409-500-auto?v=638654660105130000&width=500&height=auto&aspect=true
Whisky ROYAL SALUTE blended Scotch  21 años (700  ml),1165400,21,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592621-500-auto?v=638676295180370000&width=500&height=auto&aspect=true
Whisky MICHTERS Kentucky Straight Bourbon  (750  ml),397900,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17421908-500-auto?v=638611432190330000&width=500&height=auto&aspect=true
Whisky JOHNNIE WALKER. Black Label 12 Años (1000  ml),196400,12,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476742-500-auto?v=638613269254100000&width=500&height=auto&aspect=true
Whisky TALISKER Single Malt Scotch 10 años (700  ml),280400,10,Carulla,https://carulla.vtexassets.com/arquivos/ids/17478177-500-auto?v=638613296966700000&width=500&height=auto&aspect=true
Whisky DEWARS Blended Scotch 18 años (750  ml),389000,18,Carulla,https://carulla.vtexassets.com/arquivos/ids/17473947-500-auto?v=638613204292970000&width=500&height=auto&aspect=true
Whisky BUCHANAN S Reserva especial +2 vasos de regalo 18 años (750  ml),390000,2,Carulla,https://carulla.vtexassets.com/arquivos/ids/18454413-500-auto?v=638654660132030000&width=500&height=auto&aspect=true
Whisky CHIVAS REGAL Ultis blended Scotch  (700  ml),1123300,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592654-500-auto?v=638676296000100000&width=500&height=auto&aspect=true
Cerveza SIXPACK CORONITA CORONA 1260 ml,19200,1260,Carulla,https://carulla.vtexassets.com/arquivos/ids/18491126-500-auto?v=638666692909100000&width=500&height=auto&aspect=true
Cerveza STELLA ARTOIS botella x6und (1800  ml),17850,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18475057-500-auto?v=638665918832700000&width=500&height=auto&aspect=true
Cerveza X 6 LATA DORADA CLUB COLOMBIA 1980 ml,15750,6,Carulla,https://carulla.vtexassets.com/arquivos/ids/18475004-500-auto?v=638665918120230000&width=500&height=auto&aspect=true
Cerveza X 6 LATA ROJA CLUB COLOMBIA 1980 ml,15225,6,Carulla,https://carulla.vtexassets.com/arquivos/ids/18475009-500-auto?v=638665918183230000&width=500&height=auto&aspect=true
