Product Name,Price,Quantity,Store,Image
HARINA DE MAIZ AMARILLO QUICKSY 1000 G,2550,"1000 g (g a $ 2,55)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001209.png
HARINA DE MAIZ BLANCA PAN 800 G,2700,"800 g (g a $ 3,38)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005433.png
HARINA DE MAIZ BLANCO QUICKSY 1000 G,2550,"1000 g (g a $ 2,55)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001208.png
HARINA DE TRIGO CON POLVO PARA HORNEAR,2190,"500 g (g a $ 4,38)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003539.png
HARINA DE TRIGO QUICKSY 500 G,1800,"500 g (g a $ 3,6)",D1,No image found
MAIZENA FECULA DE MAÍZ 200G,6500,"200 g (g a $ 32,5)",D1,No image found
MEZCLA DE AVENA PARA PANCAKES 300 GR,3650,"300 g (g a $ 12,17)",D1,No image found
PREMEZCLA GALLETAS MANTEQUILLA 350 G,4400,"350 g (g a $ 12,57)",D1,No image found
PREMEZCLA PARA PANCAKES QUICKSY 300 G,3990,"300 g (g a $ 13,3)",D1,No image found
PREMEZCLA TORTA NARANJA QUICKSY 400 G,5250,"400 g (g a $ 13,13)",D1,No image found
PREMEZCLA TORTA VAINILLA QUICKSY 400 G,5250,"400 g (g a $ 13,13)",D1,No image found
ACEITE DE CANOLA DON OLIO 2000 ML,25950,"2000 ml (ml a $ 12,97)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001019.png
ACEITE DE CANOLA DON OLIO 900 ML,11950,"900 ml (ml a $ 13,28)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004356.png
ACEITE DE COCO VIRGEN NATRI 210 ML,9990,"210 ml (ml a $ 47,57)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001926.png
ACEITE DE GIRASOL DON OLIO 900 ML,8350,"900 ml (ml a $ 9,28)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004357.png
ACEITE DE GIRASOL DON OLIO 2000ML,17950,"2000 ml (ml a $ 8,97)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000775.png
ACEITE OLIVA EXTRAVIR CASTELL D F 250,12990,"250 ml (ml a $ 51,96)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005943.png
ACEITE OLIVA EXTRAVIRGEN CASTELL DEL FERRO 500 ...,21950,"500 ml (ml a $ 43,9)",D1,No image found
ACEITE SPRAY CANOLA DON OLIO 180 ML,11950,"180 ml (ml a $ 66,39)",D1,No image found
ACEITE VEGETAL - SOYA 3000 Ml,27950,"3000 ml (ml a $ 9,32)",D1,No image found
ACEITE VEGETAL - SOYA 900 Ml,8990,"900 ml (ml a $ 9,99)",D1,No image found
ACEITE VEGETAL IMATÁ 3.000 ML,20990,3000 ml (ml a $ 7),D1,No image found
ACEITE VEGETAL IMATÁ 900 ML,6990,"900 ml (ml a $ 7,77)",D1,No image found
BARRA ESPARCIBLE DON OLIO 125 G ,1350,"125 g (g a $ 10,8)",D1,No image found
ESPARCIBLE DE CANOLA DON OLIO 250 G,4600,"250 g (g a $ 18,4)",D1,No image found
 ESPARCIBLE DON OLIO LIGHT 250 G,4800,"250 g (g a $ 19,2)",D1,No image found
